"sample_id","sample_id_metaphlan","study_readable","species","gender","age","weight","antibiotics","medications","Hill's/Public","Facility/Household"
"F-50190987-005S_HPN1875_S387","F-50190987-005S_HPN1875_S387","DietInt Study1","cat","Female",6.95,4.84,"No","No","Hill's","Facility"
"F-50190989-005S_HPN1875_S352","F-50190989-005S_HPN1875_S352","DietInt Study1","cat","Male",10.72,5.43,"No","No","Hill's","Facility"
"F-50190991-005S_HPN1875_S359","F-50190991-005S_HPN1875_S359","DietInt Study1","cat","Female",13.76,4.39,"No","Yes","Hill's","Facility"
"F-50190993-005S_HPN1875_S356","F-50190993-005S_HPN1875_S356","DietInt Study1","cat","Female",8.53,4.58,"No","Yes","Hill's","Facility"
"F-50190995-005S_HPN1875_S367","F-50190995-005S_HPN1875_S367","DietInt Study1","cat","Male",3.11,5.2,"No","No","Hill's","Facility"
"F-50190997-005S_HPN1875_S368","F-50190997-005S_HPN1875_S368","DietInt Study1","cat","Male",4.37,7.55,"No","No","Hill's","Facility"
"F-50190999-005S_HPN1875_S372","F-50190999-005S_HPN1875_S372","DietInt Study1","cat","Male",8.7,6.1,"No","No","Hill's","Facility"
"F-50191001-005S_HPN1875_S376","F-50191001-005S_HPN1875_S376","DietInt Study1","cat","Male",10.84,6.76,"Yes","Yes","Hill's","Facility"
"F-50191003-005S_HPN1875_S369","F-50191003-005S_HPN1875_S369","DietInt Study1","cat","Female",10.14,4.22,"No","No","Hill's","Facility"
"F-50191004-005S_HPN1875_S364","F-50191004-005S_HPN1875_S364","DietInt Study1","cat","Male",6.42,5.7,"No","No","Hill's","Facility"
"F-50191006-005S_HPN1875_S363","F-50191006-005S_HPN1875_S363","DietInt Study1","cat","Female",8.52,5,"No","No","Hill's","Facility"
"F-50191008-005S_HPN1875_S371","F-50191008-005S_HPN1875_S371","DietInt Study1","cat","Female",11.29,5.33,"No","No","Hill's","Facility"
"F-50191010-005S_HPN1875_S382","F-50191010-005S_HPN1875_S382","DietInt Study1","cat","Male",4.69,6.67,"No","No","Hill's","Facility"
"F-50191012-005S_HPN1875_S383","F-50191012-005S_HPN1875_S383","DietInt Study1","cat","Female",11.29,4.78,"No","No","Hill's","Facility"
"F-50191014-005S_HPN1875_S379","F-50191014-005S_HPN1875_S379","DietInt Study1","cat","Male",8.51,5.51,"No","Yes","Hill's","Facility"
"F-50191016-005S_HPN1875_S360","F-50191016-005S_HPN1875_S360","DietInt Study1","cat","Male",13.01,4.57,"No","No","Hill's","Facility"
"F-50191018-005S_HPN1875_S380","F-50191018-005S_HPN1875_S380","DietInt Study1","cat","Male",10.68,5.41,"No","No","Hill's","Facility"
"F-50191022-005S_HPN1875_S353","F-50191022-005S_HPN1875_S353","DietInt Study1","cat","Female",13.01,4.76,"No","Yes","Hill's","Facility"
"F-50191024-005S_HPN1875_S358","F-50191024-005S_HPN1875_S358","DietInt Study1","cat","Male",13,5.09,"No","No","Hill's","Facility"
"F-50191026-005S_HPN1875_S366","F-50191026-005S_HPN1875_S366","DietInt Study1","cat","Female",8.7,4.87,"No","No","Hill's","Facility"
"F-50191028-005S_HPN1875_S349","F-50191028-005S_HPN1875_S349","DietInt Study1","cat","Male",8.64,5.42,"No","No","Hill's","Facility"
"F-50191030-005S_HPN1875_S385","F-50191030-005S_HPN1875_S385","DietInt Study1","cat","Male",10.45,5.62,"No","Yes","Hill's","Facility"
"F-50191032-005S_HPN1875_S357","F-50191032-005S_HPN1875_S357","DietInt Study1","cat","Male",11.31,5.92,"No","Yes","Hill's","Facility"
"F-50191034-005S_HPN1875_S354","F-50191034-005S_HPN1875_S354","DietInt Study1","cat","Female",10.62,4.05,"No","No","Hill's","Facility"
"F-50191036-005S_HPN1875_S351","F-50191036-005S_HPN1875_S351","DietInt Study1","cat","Female",8.52,5.35,"No","Yes","Hill's","Facility"
"F-50191038-005S_HPN1875_S361","F-50191038-005S_HPN1875_S361","DietInt Study1","cat","Male",8.63,6.3,"No","No","Hill's","Facility"
"F-50191042-005S_HPN1875_S386","F-50191042-005S_HPN1875_S386","DietInt Study1","cat","Male",13.01,4.7,"No","Yes","Hill's","Facility"
"F-50191044-005S_HPN1875_S362","F-50191044-005S_HPN1875_S362","DietInt Study1","cat","Male",7.05,6.12,"No","Yes","Hill's","Facility"
"F-50191046-005S_HPN1875_S350","F-50191046-005S_HPN1875_S350","DietInt Study1","cat","Female",8.78,5.76,"No","No","Hill's","Facility"
"F-50191048-005S_HPN1875_S365","F-50191048-005S_HPN1875_S365","DietInt Study1","cat","Male",4.69,5.62,"No","Yes","Hill's","Facility"
"F-50191050-005S_HPN1875_S377","F-50191050-005S_HPN1875_S377","DietInt Study1","cat","Male",6.08,6.12,"No","Yes","Hill's","Facility"
"F-50191052-005S_HPN1875_S381","F-50191052-005S_HPN1875_S381","DietInt Study1","cat","Female",6.44,5.2,"No","No","Hill's","Facility"
"F-50191054-005S_HPN1875_S384","F-50191054-005S_HPN1875_S384","DietInt Study1","cat","Female",10.63,4.72,"No","Yes","Hill's","Facility"
"F-50191721-003S_HPN1875_S147","F-50191721-003S_HPN1875_S147","DietInt Study1","dog","Male",8.48,10.2,"No","Yes","Hill's","Facility"
"F-50191723-003S_HPN1875_S171","F-50191723-003S_HPN1875_S171","DietInt Study1","dog","Male",1.15,9.6,"No","Yes","Hill's","Facility"
"F-50191725-003S_HPN1875_S144","F-50191725-003S_HPN1875_S144","DietInt Study1","dog","Female",6.4,9.4,"No","Yes","Hill's","Facility"
"F-50191727-003S_HPN1875_S162","F-50191727-003S_HPN1875_S162","DietInt Study1","dog","Female",2.97,14.6,"No","Yes","Hill's","Facility"
"F-50191729-003S_HPN1875_S149","F-50191729-003S_HPN1875_S149","DietInt Study1","dog","Male",10.27,10.9,"No","Yes","Hill's","Facility"
"F-50191731-003S_HPN1875_S168","F-50191731-003S_HPN1875_S168","DietInt Study1","dog","Male",2.97,18,"No","Yes","Hill's","Facility"
"F-50191733-003S_HPN1875_S153","F-50191733-003S_HPN1875_S153","DietInt Study1","dog","Female",2.93,12,"No","Yes","Hill's","Facility"
"F-50191735-003S_HPN1875_S170","F-50191735-003S_HPN1875_S170","DietInt Study1","dog","Female",1.14,8.5,"No","Yes","Hill's","Facility"
"F-50191737-003S_HPN1875_S175","F-50191737-003S_HPN1875_S175","DietInt Study1","dog","Male",2.79,10.1,"No","Yes","Hill's","Facility"
"F-50191739-003S_HPN1875_S178","F-50191739-003S_HPN1875_S178","DietInt Study1","dog","Female",8.47,8.8,"No","Yes","Hill's","Facility"
"F-50191741-003S_HPN1875_S151","F-50191741-003S_HPN1875_S151","DietInt Study1","dog","Female",5.03,9.1,"No","Yes","Hill's","Facility"
"F-50191743-003S_HPN1875_S177","F-50191743-003S_HPN1875_S177","DietInt Study1","dog","Female",3.92,9.8,"No","Yes","Hill's","Facility"
"F-50191745-003S_HPN1875_S154","F-50191745-003S_HPN1875_S154","DietInt Study1","dog","Male",8.47,10.5,"No","Yes","Hill's","Facility"
"F-50191747-003S_HPN1875_S163","F-50191747-003S_HPN1875_S163","DietInt Study1","dog","Male",4.29,12,"No","Yes","Hill's","Facility"
"F-50191749-003S_HPN1875_S159","F-50191749-003S_HPN1875_S159","DietInt Study1","dog","Female",6.42,8.8,"No","Yes","Hill's","Facility"
"F-50191751-003S_HPN1875_S174","F-50191751-003S_HPN1875_S174","DietInt Study1","dog","Female",2.28,8.7,"No","Yes","Hill's","Facility"
"F-50191753-003S_HPN1875_S150","F-50191753-003S_HPN1875_S150","DietInt Study1","dog","Male",8.48,11.4,"No","Yes","Hill's","Facility"
"F-50191755-003S_HPN1875_S152","F-50191755-003S_HPN1875_S152","DietInt Study1","dog","Male",8.48,12.9,"No","Yes","Hill's","Facility"
"F-50191757-003S_HPN1875_S165","F-50191757-003S_HPN1875_S165","DietInt Study1","dog","Male",6.84,10.3,"No","Yes","Hill's","Facility"
"F-50191759-003S_HPN1875_S157","F-50191759-003S_HPN1875_S157","DietInt Study1","dog","Male",7.79,10.8,"No","Yes","Hill's","Facility"
"F-50191761-003S_HPN1875_S167","F-50191761-003S_HPN1875_S167","DietInt Study1","dog","Female",8.47,8.6,"No","Yes","Hill's","Facility"
"F-50191763-003S_HPN1875_S169","F-50191763-003S_HPN1875_S169","DietInt Study1","dog","Female",2.93,11.3,"No","Yes","Hill's","Facility"
"F-50191765-003S_HPN1875_S145","F-50191765-003S_HPN1875_S145","DietInt Study1","dog","Female",4.29,11.5,"No","Yes","Hill's","Facility"
"F-50191767-003S_HPN1875_S166","F-50191767-003S_HPN1875_S166","DietInt Study1","dog","Male",2.92,15,"No","Yes","Hill's","Facility"
"F-50191769-003S_HPN1875_S164","F-50191769-003S_HPN1875_S164","DietInt Study1","dog","Female",4.29,8.4,"No","Yes","Hill's","Facility"
"F-50191771-003S_HPN1875_S161","F-50191771-003S_HPN1875_S161","DietInt Study1","dog","Male",2.28,11.5,"No","Yes","Hill's","Facility"
"F-50191773-003S_HPN1875_S160","F-50191773-003S_HPN1875_S160","DietInt Study1","dog","Female",8.47,9.4,"No","Yes","Hill's","Facility"
"F-50191775-003S_HPN1875_S155","F-50191775-003S_HPN1875_S155","DietInt Study1","dog","Female",7.08,9.7,"No","Yes","Hill's","Facility"
"F-50191777-003S_HPN1875_S179","F-50191777-003S_HPN1875_S179","DietInt Study1","dog","Male",1.15,9.6,"No","Yes","Hill's","Facility"
"F-50191779-003S_HPN1875_S156","F-50191779-003S_HPN1875_S156","DietInt Study1","dog","Male",2.92,16.3,"No","Yes","Hill's","Facility"
"F-50191781-003S_HPN1875_S173","F-50191781-003S_HPN1875_S173","DietInt Study1","dog","Male",1.14,10.1,"No","Yes","Hill's","Facility"
"F-50191783-003S_HPN1875_S158","F-50191783-003S_HPN1875_S158","DietInt Study1","dog","Male",5.01,12,"No","Yes","Hill's","Facility"
"F-50191785-003S_HPN1875_S309","F-50191785-003S_HPN1875_S309","DietInt Study1","dog","Female",1.24,9,"No","Yes","Hill's","Facility"
"F-50191787-003S_HPN1875_S345","F-50191787-003S_HPN1875_S345","DietInt Study1","dog","Female",1.34,8.9,"No","Yes","Hill's","Facility"
"F-50191789-003S_HPN1875_S182","F-50191789-003S_HPN1875_S182","DietInt Study1","dog","Male",2.89,11.2,"No","Yes","Hill's","Facility"
"F-50191791-003S_HPN1875_S315","F-50191791-003S_HPN1875_S315","DietInt Study1","dog","Male",2.98,11.1,"No","Yes","Hill's","Facility"
"F-50191793-003S_HPN1875_S308","F-50191793-003S_HPN1875_S308","DietInt Study1","dog","Male",2.89,9.9,"No","Yes","Hill's","Facility"
"F-50191795-003S_HPN1875_S344","F-50191795-003S_HPN1875_S344","DietInt Study1","dog","Male",2.99,9.6,"No","Yes","Hill's","Facility"
"F-50191797-003S_HPN1875_S305","F-50191797-003S_HPN1875_S305","DietInt Study1","dog","Male",4.39,13,"No","Yes","Hill's","Facility"
"F-50191799-003S_HPN1875_S341","F-50191799-003S_HPN1875_S341","DietInt Study1","dog","Male",4.48,12.5,"No","Yes","Hill's","Facility"
"F-50191801-003S_HPN1875_S281","F-50191801-003S_HPN1875_S281","DietInt Study1","dog","Female",1.24,8.6,"No","Yes","Hill's","Facility"
"F-50191803-003S_HPN1875_S317","F-50191803-003S_HPN1875_S317","DietInt Study1","dog","Female",1.34,8.1,"No","Yes","Hill's","Facility"
"F-50191805-003S_HPN1875_S301","F-50191805-003S_HPN1875_S301","DietInt Study1","dog","Male",3.07,18,"No","Yes","Hill's","Facility"
"F-50191807-003S_HPN1875_S337","F-50191807-003S_HPN1875_S337","DietInt Study1","dog","Male",3.16,18,"No","Yes","Hill's","Facility"
"F-50191809-003S_HPN1875_S286","F-50191809-003S_HPN1875_S286","DietInt Study1","dog","Female",3.02,12,"No","Yes","Hill's","Facility"
"F-50191811-003S_HPN1875_S322","F-50191811-003S_HPN1875_S322","DietInt Study1","dog","Female",3.12,12,"No","Yes","Hill's","Facility"
"F-50191813-003S_HPN1875_S303","F-50191813-003S_HPN1875_S303","DietInt Study1","dog","Female",1.24,8.5,"No","Yes","Hill's","Facility"
"F-50191815-003S_HPN1875_S339","F-50191815-003S_HPN1875_S339","DietInt Study1","dog","Female",1.33,8.4,"No","Yes","Hill's","Facility"
"F-50191817-003S_HPN1875_S180","F-50191817-003S_HPN1875_S180","DietInt Study1","dog","Female",6.5,9.3,"No","Yes","Hill's","Facility"
"F-50191819-003S_HPN1875_S313","F-50191819-003S_HPN1875_S313","DietInt Study1","dog","Female",6.59,9.5,"No","Yes","Hill's","Facility"
"F-50191821-003S_HPN1875_S295","F-50191821-003S_HPN1875_S295","DietInt Study1","dog","Female",3.07,14.7,"No","Yes","Hill's","Facility"
"F-50191823-003S_HPN1875_S331","F-50191823-003S_HPN1875_S331","DietInt Study1","dog","Female",3.16,14.9,"No","Yes","Hill's","Facility"
"F-50191825-003S_HPN1875_S282","F-50191825-003S_HPN1875_S282","DietInt Study1","dog","Male",10.36,10.6,"No","Yes","Hill's","Facility"
"F-50191827-003S_HPN1875_S318","F-50191827-003S_HPN1875_S318","DietInt Study1","dog","Male",10.46,10.7,"No","Yes","Hill's","Facility"
"F-50191829-003S_HPN1875_S285","F-50191829-003S_HPN1875_S285","DietInt Study1","dog","Male",8.57,12.7,"No","Yes","Hill's","Facility"
"F-50191831-003S_HPN1875_S321","F-50191831-003S_HPN1875_S321","DietInt Study1","dog","Male",8.67,12.5,"No","Yes","Hill's","Facility"
"F-50191833-003S_HPN1875_S280","F-50191833-003S_HPN1875_S280","DietInt Study1","dog","Male",8.58,10.1,"No","Yes","Hill's","Facility"
"F-50191835-003S_HPN1875_S316","F-50191835-003S_HPN1875_S316","DietInt Study1","dog","Male",8.67,10.2,"No","Yes","Hill's","Facility"
"F-50191837-003S_HPN1875_S304","F-50191837-003S_HPN1875_S304","DietInt Study1","dog","Male",1.24,9.6,"No","Yes","Hill's","Facility"
"F-50191839-003S_HPN1875_S340","F-50191839-003S_HPN1875_S340","DietInt Study1","dog","Male",1.34,9.6,"No","Yes","Hill's","Facility"
"F-50191841-003S_HPN1875_S292","F-50191841-003S_HPN1875_S292","DietInt Study1","dog","Female",6.52,9,"No","Yes","Hill's","Facility"
"F-50191843-003S_HPN1875_S328","F-50191843-003S_HPN1875_S328","DietInt Study1","dog","Female",6.61,8.8,"No","Yes","Hill's","Facility"
"F-50191845-003S_HPN1875_S307","F-50191845-003S_HPN1875_S307","DietInt Study1","dog","Female",2.39,8.7,"No","Yes","Hill's","Facility"
"F-50191847-003S_HPN1875_S343","F-50191847-003S_HPN1875_S343","DietInt Study1","dog","Female",2.48,8.9,"No","Yes","Hill's","Facility"
"F-50191849-003S_HPN1875_S283","F-50191849-003S_HPN1875_S283","DietInt Study1","dog","Male",8.57,11.3,"No","Yes","Hill's","Facility"
"F-50191851-003S_HPN1875_S319","F-50191851-003S_HPN1875_S319","DietInt Study1","dog","Male",8.67,10.9,"No","Yes","Hill's","Facility"
"F-50191853-003S_HPN1875_S310","F-50191853-003S_HPN1875_S310","DietInt Study1","dog","Female",4.01,9.4,"No","Yes","Hill's","Facility"
"F-50191855-003S_HPN1875_S346","F-50191855-003S_HPN1875_S346","DietInt Study1","dog","Female",4.11,9.6,"No","Yes","Hill's","Facility"
"F-50191857-003S_HPN1875_S287","F-50191857-003S_HPN1875_S287","DietInt Study1","dog","Male",8.57,10.7,"No","Yes","Hill's","Facility"
"F-50191859-003S_HPN1875_S323","F-50191859-003S_HPN1875_S323","DietInt Study1","dog","Male",8.66,10.6,"No","Yes","Hill's","Facility"
"F-50191861-003S_HPN1875_S296","F-50191861-003S_HPN1875_S296","DietInt Study1","dog","Male",4.39,12.2,"No","Yes","Hill's","Facility"
"F-50191863-003S_HPN1875_S332","F-50191863-003S_HPN1875_S332","DietInt Study1","dog","Male",4.48,11.9,"No","Yes","Hill's","Facility"
"F-50191865-003S_HPN1875_S294","F-50191865-003S_HPN1875_S294","DietInt Study1","dog","Male",2.38,11.1,"No","Yes","Hill's","Facility"
"F-50191867-003S_HPN1875_S330","F-50191867-003S_HPN1875_S330","DietInt Study1","dog","Male",2.48,11,"No","Yes","Hill's","Facility"
"F-50191869-003S_HPN1875_S311","F-50191869-003S_HPN1875_S311","DietInt Study1","dog","Female",8.56,8.3,"No","Yes","Hill's","Facility"
"F-50191871-003S_HPN1875_S347","F-50191871-003S_HPN1875_S347","DietInt Study1","dog","Female",8.66,8.3,"No","Yes","Hill's","Facility"
"F-50191873-003S_HPN1875_S284","F-50191873-003S_HPN1875_S284","DietInt Study1","dog","Female",5.12,9,"No","Yes","Hill's","Facility"
"F-50191875-003S_HPN1875_S320","F-50191875-003S_HPN1875_S320","DietInt Study1","dog","Female",5.22,9.1,"No","Yes","Hill's","Facility"
"F-50191878-003S_HPN1875_S314","F-50191878-003S_HPN1875_S314","DietInt Study1","dog","Female",4.48,11.5,"No","Yes","Hill's","Facility"
"F-50191880-003S_HPN1875_S299","F-50191880-003S_HPN1875_S299","DietInt Study1","dog","Male",3.02,14.7,"No","Yes","Hill's","Facility"
"F-50191882-003S_HPN1875_S335","F-50191882-003S_HPN1875_S335","DietInt Study1","dog","Male",3.12,14.3,"No","Yes","Hill's","Facility"
"F-50191884-003S_HPN1875_S297","F-50191884-003S_HPN1875_S297","DietInt Study1","dog","Female",4.39,8.8,"No","Yes","Hill's","Facility"
"F-50191886-003S_HPN1875_S333","F-50191886-003S_HPN1875_S333","DietInt Study1","dog","Female",4.48,9.3,"No","Yes","Hill's","Facility"
"F-50191888-003S_HPN1875_S326","F-50191888-003S_HPN1875_S326","DietInt Study1","dog","Male",7.98,10.5,"No","Yes","Hill's","Facility"
"F-50191890-003S_HPN1875_S300","F-50191890-003S_HPN1875_S300","DietInt Study1","dog","Female",8.57,8.8,"No","Yes","Hill's","Facility"
"F-50191892-003S_HPN1875_S336","F-50191892-003S_HPN1875_S336","DietInt Study1","dog","Female",8.66,8.5,"No","Yes","Hill's","Facility"
"F-50191894-003S_HPN1875_S302","F-50191894-003S_HPN1875_S302","DietInt Study1","dog","Female",3.02,11.2,"No","Yes","Hill's","Facility"
"F-50191896-003S_HPN1875_S338","F-50191896-003S_HPN1875_S338","DietInt Study1","dog","Female",3.12,11.7,"No","Yes","Hill's","Facility"
"F-50191898-003S_HPN1875_S181","F-50191898-003S_HPN1875_S181","DietInt Study1","dog","Female",4.39,11.5,"No","Yes","Hill's","Facility"
"F-50191899-003S_HPN1875_S342","F-50191899-003S_HPN1875_S342","DietInt Study1","dog","Male",1.33,9.9,"No","Yes","Hill's","Facility"
"F-50191901-003S_HPN1875_S291","F-50191901-003S_HPN1875_S291","DietInt Study1","dog","Male",5.1,11.5,"No","Yes","Hill's","Facility"
"F-50191903-003S_HPN1875_S327","F-50191903-003S_HPN1875_S327","DietInt Study1","dog","Male",5.2,11.2,"No","Yes","Hill's","Facility"
"F-50191905-003S_HPN1875_S298","F-50191905-003S_HPN1875_S298","DietInt Study1","dog","Male",6.93,10.5,"No","Yes","Hill's","Facility"
"F-50191907-003S_HPN1875_S334","F-50191907-003S_HPN1875_S334","DietInt Study1","dog","Male",7.03,9.9,"No","Yes","Hill's","Facility"
"F-50191909-003S_HPN1875_S290","F-50191909-003S_HPN1875_S290","DietInt Study1","dog","Male",7.89,10.8,"No","Yes","Hill's","Facility"
"F-50191911-003S_HPN1875_S324","F-50191911-003S_HPN1875_S324","DietInt Study1","dog","Female",7.28,9.1,"No","Yes","Hill's","Facility"
"F-50191913-003S_HPN1875_S312","F-50191913-003S_HPN1875_S312","DietInt Study1","dog","Male",1.24,9.1,"No","Yes","Hill's","Facility"
"F-50191915-003S_HPN1875_S348","F-50191915-003S_HPN1875_S348","DietInt Study1","dog","Male",1.34,9,"No","Yes","Hill's","Facility"
"F-50191917-003S_HPN1875_S289","F-50191917-003S_HPN1875_S289","DietInt Study1","dog","Male",3.02,15.7,"No","Yes","Hill's","Facility"
"F-50191919-003S_HPN1875_S325","F-50191919-003S_HPN1875_S325","DietInt Study1","dog","Male",3.12,15.7,"No","Yes","Hill's","Facility"
"F-50191921-003S_HPN1875_S306","F-50191921-003S_HPN1875_S306","DietInt Study1","dog","Male",1.24,10.1,"No","Yes","Hill's","Facility"
"F-50191923-003S_HPN1875_S172","F-50191923-003S_HPN1875_S172","DietInt Study1","dog","Male",4.3,12.8,"No","Yes","Hill's","Facility"
"F-50191925-003S_HPN1875_S148","F-50191925-003S_HPN1875_S148","DietInt Study1","dog","Female",1.15,8.5,"No","Yes","Hill's","Facility"
"F-50191927-003S_HPN1875_S176","F-50191927-003S_HPN1875_S176","DietInt Study1","dog","Female",1.15,9.2,"No","Yes","Hill's","Facility"
"F-50191929-003S_HPN1875_S146","F-50191929-003S_HPN1875_S146","DietInt Study1","dog","Male",2.79,11.3,"No","Yes","Hill's","Facility"
"F-50191931-003S_HPN1875_S293","F-50191931-003S_HPN1875_S293","DietInt Study1","dog","Female",8.57,9.1,"Yes","Yes","Hill's","Facility"
"F-50191933-003S_HPN1875_S329","F-50191933-003S_HPN1875_S329","DietInt Study1","dog","Female",8.67,9.1,"No","Yes","Hill's","Facility"
"F-50191935-003S_HPN1875_S288","F-50191935-003S_HPN1875_S288","DietInt Study1","dog","Female",7.18,9.4,"No","Yes","Hill's","Facility"
"F-50195366-002S_HPN1875_S260","F-50195366-002S_HPN1875_S260","DietInt Study1","dog","Female",13.68,9,"No","Yes","Hill's","Facility"
"F-50195368-002S_HPN1875_S269","F-50195368-002S_HPN1875_S269","DietInt Study1","dog","Male",6.58,10.5,"No","Yes","Hill's","Facility"
"F-50195370-002S_HPN1875_S126","F-50195370-002S_HPN1875_S126","DietInt Study1","dog","Male",10.34,7.9,"Yes","Yes","Hill's","Facility"
"F-50195372-002S_HPN1875_S259","F-50195372-002S_HPN1875_S259","DietInt Study1","dog","Male",11.15,14,"No","Yes","Hill's","Facility"
"F-50195374-002S_HPN1875_S137","F-50195374-002S_HPN1875_S137","DietInt Study1","dog","Female",6.2,9.6,"No","Yes","Hill's","Facility"
"F-50195376-002S_HPN1875_S133","F-50195376-002S_HPN1875_S133","DietInt Study1","dog","Male",8.79,14.4,"No","Yes","Hill's","Facility"
"F-50195378-002S_HPN1875_S130","F-50195378-002S_HPN1875_S130","DietInt Study1","dog","Male",12.11,8.8,"No","Yes","Hill's","Facility"
"F-50195380-002S_HPN1875_S140","F-50195380-002S_HPN1875_S140","DietInt Study1","dog","Female",13.69,9,"No","Yes","Hill's","Facility"
"F-50195382-002S_HPN1875_S132","F-50195382-002S_HPN1875_S132","DietInt Study1","dog","Male",13.69,10.9,"No","Yes","Hill's","Facility"
"F-50195384-002S_HPN1875_S268","F-50195384-002S_HPN1875_S268","DietInt Study1","dog","Male",5.09,10.4,"No","Yes","Hill's","Facility"
"F-50195386-002S_HPN1875_S274","F-50195386-002S_HPN1875_S274","DietInt Study1","dog","Male",6.25,10.8,"No","Yes","Hill's","Facility"
